job_title,company,location,date_posted,applicants,job_text,seniority_level,employment_type,job_function,industries,date_scraped
System Engineer,Jobot,"St Petersburg, FL",5 hours ago,Be among the first 25 applicants,"['', 'Job Details', 'Sealing design', 'A Bit About Us', 'Why join us?', 'Sealing designVacuum pump selection', 'Vacuum pump selection', 'Generous PTO, vacation, sick, and holidays', 'Responsibilities']",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
"Software Engineer - C++, CAE, Simulation, Lithium Ion Battery",Optello,"Lebanon, NH",58 minutes ago,Be among the first 25 applicants,"['', ' Develop and maintain new and existing features in support of the Battery Simulation Module', 'Email Your Resume In Word To', 'Your Right to Work', 'Optello is proud to be an Equal Opportunity Employer', ' 5+yrs C++ (application level, not embedded)', ' Build, extend and maintain new and existing battery simulation related features', ' Parallel Programming', ' Engineering simulation', 'It Is a Plus If You Have Experience In', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : CH-1563487 -- in the email subject line for your application to be considered.***', ' Design, implement and test new features in the theme of battery simulation methods', ' Experienced in either:', ' 5+yrs C++ (application level, not embedded) Experienced in either:', ' Engineering simulation Parallel Programming', ' Interpret requirements for new features to create development proposals and prototypes which can be shared and further enhanced with the team', ' Develop and maintain new and existing features in support of the Battery Simulation Module Build, extend and maintain new and existing battery simulation related features Design, implement and test new features in the theme of battery simulation methods Interpret requirements for new features to create development proposals and prototypes which can be shared and further enhanced with the team']",Entry level,Full-time,Information Technology,Construction,2020-11-03 08:56:07
System Engineer,Jobot,"Deptford, NJ",5 hours ago,Be among the first 25 applicants,"['', 'Collaborative team environment', 'PTO and Paid Holidays', 'A Bit About Us', 'Travel Expense Reimbursement', 'Great Health Benefits and Wellness Options', 'We are a growing company and offer career training and certification opportunitiesCollaborative team environmentTravel Expense ReimbursementPTO and Paid Holidays401KGreat Health Benefits and Wellness OptionsCompany Paid Training', 'Active Directory and O365', 'Sonicwall', 'Company Paid Training', '401K', 'Cisco', 'Building, Configuring and Maintaining Windows Servers and SystemsActive Directory and O365CiscoSonicwallVMwareAWS', 'We are a growing company and offer career training and certification opportunities', 'Job Details', 'VMware', 'AWS', 'Why join us?', 'Building, Configuring and Maintaining Windows Servers and Systems', ""A growing technology firm that helps company's grow through Infrastructure is looking for a System Engineer to join their team!""]",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
Senior Software Engineer (TS/SCI with Poly),Optello,"Baltimore, MD",58 minutes ago,Be among the first 25 applicants,"['', ' AWS and/or OpenStack environments', 'Email Your Resume In Word To', 'Optello is proud to be an Equal Opportunity Employer', ' $150k-$200k/year base salary (DOE)', ' Experience building Docker/containerized microservices', ' Experience with Python, GoLang, and Django', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : DC6-1599713 -- in the email subject line for your application to be considered.***', ' Full company benefits and more', ' Strong DevOps development', ' Angular, Ansible', ' Bachelors Degree & 8 years of experience OR equivalent amount of experience Active TS/SCI with Poly (Full Scope with Lifestyle) Strong DevOps development Experience building Docker/containerized microservices Experience with Python, GoLang, and Django Agile development, GitLab, and CI/CD pipelines Kubernetes is a PLUS UI/Web Development is a PLUS AWS and/or OpenStack environments Angular, Ansible Full-stack background is a PLUS', 'Your Right to Work', ' Kubernetes is a PLUS', ' Bachelors Degree & 8 years of experience OR equivalent amount of experience', ' UI/Web Development is a PLUS', ' $150k-$200k/year base salary (DOE) Full company benefits and more', ' Agile development, GitLab, and CI/CD pipelines', ' Active TS/SCI with Poly (Full Scope with Lifestyle)', ' Full-stack background is a PLUS']",Associate,Full-time,Information Technology,Construction,2020-11-03 08:56:07
System Engineer,Jobot,"Philadelphia, PA",5 hours ago,Be among the first 25 applicants,"['', 'Collaborative team environment', 'PTO and Paid Holidays', 'A Bit About Us', 'Travel Expense Reimbursement', 'Great Health Benefits and Wellness Options', 'We are a growing company and offer career training and certification opportunitiesCollaborative team environmentTravel Expense ReimbursementPTO and Paid Holidays401KGreat Health Benefits and Wellness OptionsCompany Paid Training', 'Active Directory and O365', 'Sonicwall', 'Company Paid Training', '401K', 'Cisco', 'Building, Configuring and Maintaining Windows Servers and SystemsActive Directory and O365CiscoSonicwallVMwareAWS', 'We are a growing company and offer career training and certification opportunities', 'Job Details', 'VMware', 'AWS', 'Why join us?', 'Building, Configuring and Maintaining Windows Servers and Systems', ""A growing technology firm that helps company's grow through Infrastructure is looking for a System Engineer to join their team!""]",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
System Engineer,Jobot,"Cherry Hill, NJ",5 hours ago,Be among the first 25 applicants,"['', 'Collaborative team environment', 'PTO and Paid Holidays', 'A Bit About Us', 'Travel Expense Reimbursement', 'Great Health Benefits and Wellness Options', 'We are a growing company and offer career training and certification opportunitiesCollaborative team environmentTravel Expense ReimbursementPTO and Paid Holidays401KGreat Health Benefits and Wellness OptionsCompany Paid Training', 'Active Directory and O365', 'Sonicwall', 'Company Paid Training', '401K', 'Cisco', 'Building, Configuring and Maintaining Windows Servers and SystemsActive Directory and O365CiscoSonicwallVMwareAWS', 'We are a growing company and offer career training and certification opportunities', 'Job Details', 'VMware', 'AWS', 'Why join us?', ""System Engineer position for IT Firm where you'll be building out Servers and Infrastructure to fit specific project needs."", 'Building, Configuring and Maintaining Windows Servers and Systems']",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
Systems Software Engineer - System Test & Integration,Optello,"Los Altos, CA",59 minutes ago,Be among the first 25 applicants,"['', ' Low level through application layer coding on hardware, sensor & software systems', 'Email Your Resume In Word To', 'Optello is proud to be an Equal Opportunity Employer', ' C++, Python, Golang experience Application Layer/software feature development experience Embedded Engineering Experience working with Distributed Systems Strong understanding of Concurrency and inter-process communication Experience with Containers Kernel-level/low level coding/system development Some startup experience preferred but not required', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : IE1-1605992 -- in the email subject line for your application to be considered.***', ' Great benefits!', ' Low level through application layer coding on hardware, sensor & software systems Feature and application development Powering ML/DL processing and technology System & hardware testing & debugging Data center system development Working on high performance, distributed systems', ' News-worthy & recognized company developing state-of-the-art technology Strong compensation packages with early stage equity VC-backed company (top VCs in the field) Great benefits!', ' Application Layer/software feature development experience', 'Your Right to Work', ' Working on high performance, distributed systems', ' Feature and application development', ' Experience working with Distributed Systems', ' Strong compensation packages with early stage equity', ' Kernel-level/low level coding/system development', ' Embedded Engineering', ' VC-backed company (top VCs in the field)', ' Experience with Containers', ' Strong understanding of Concurrency and inter-process communication', ' C++, Python, Golang experience', ' Powering ML/DL processing and technology', ' Data center system development', ' System & hardware testing & debugging', ' Some startup experience preferred but not required', ' News-worthy & recognized company developing state-of-the-art technology']",Entry level,Full-time,Information Technology,Construction,2020-11-03 08:56:07
Lead Open-Source Software Engineer,Jobot,"Los Angeles, CA",5 hours ago,Be among the first 25 applicants,"['', 'Job Details', ' Test-driven development experience.', 'A Bit About Us', ' Strong Computer Science fundamentals.', 'Why join us?', 'Exciting Series C Funded Start-Up - B2B Platform - Remote or Local Opportunity', ' Several years of experience working on a SaaS product.', ' Several years of experience working on a SaaS product. 7+ or Senior level software development experience. Team player with start-up experience. Strong programming experience with Go or Node.js. Experience working on large scale solutions AWS, GCP Cloud. Test-driven development experience. Strong Computer Science fundamentals.', ' Experience working on large scale solutions AWS, GCP Cloud.', ' 7+ or Senior level software development experience.', ' Team player with start-up experience.', ' Strong programming experience with Go or Node.js.']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
Senior DevOps Engineer,Optello,"Miami, FL",58 minutes ago,Be among the first 25 applicants,"['', ' Encrypted Data storage', 'Email Your Resume In Word To', 'Optello is proud to be an Equal Opportunity Employer', ' PTO', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : KJ2-1607818 -- in the email subject line for your application to be considered.***', ' Design and improve upon our infrastructure through code-based and automated solutions.', ' AWS', 'and more!', ' ECS/EC2', ' Ansible or similar', ' Dental', ' Terraform/CloudFormation', ' Tackle challenging issues in the continuous development of the platform for scalability', ' Assist with the ongoing compliance goals hrough partnerships with the Security and Policy & Procedure teams', ' 401k', ' AWS VPC, Security Groups, Route 53, etc ECS/EC2 Encrypted Data storage Terraform/CloudFormation Docker/Git or similar Jenkins or similar Python/Go', ' Medical', ' Jenkins or similar', ' Kubernetes', 'Your Right to Work', 'Preferred', ' Python/Go', ' VPC, Security Groups, Route 53, etc', 'At Least 5 Years Experience With a Combination Of', ' Ensure the excellence of the customer experience, focusing on uptime, security, and maintainability of the infrastructure', ' Mentor other DevOps engineers on technologies, engineering principles, and best practices', ' Competitive compensation!', ' Competitive compensation! Medical Dental Vision 401k PTOand more!', ' Tackle difficult technical issues, features and changes with minimal oversight', ' Tackle challenging issues in the continuous development of the platform for scalability Tackle difficult technical issues, features and changes with minimal oversight Design and improve upon our infrastructure through code-based and automated solutions. Ensure the excellence of the customer experience, focusing on uptime, security, and maintainability of the infrastructure Assist with the ongoing compliance goals hrough partnerships with the Security and Policy & Procedure teams Mentor other DevOps engineers on technologies, engineering principles, and best practices', ' Kubernetes Ansible or similar', ' Docker/Git or similar', ' Vision']",Associate,Full-time,Information Technology,Construction,2020-11-03 08:56:07
Senior Embedded Software Engineer,Jobot,"Irvine, CA",5 hours ago,Be among the first 25 applicants,"['', ' Competitive Base Salary! 401K, PTO, and Excellent Benefits! Bonus Incentives Accelerated Career Growth!', ' Experience with video/audio codecs, video/audio file containers, or streaming protocols ', 'A Bit About Us', ' Understanding of processor and hardware requirements around embedded Linux ', ' Experience developing video or audio processing products ', ' BSEE, MSEE, BSCS, or MSCS  5 years relevant experience.  Experience developing software and porting open source software for embedded Linux platforms Software development proficiency in C or C++  Experience developing applications or drivers. Knowledge of Linux kernel, file-systems, boot process, or driver architecture  Understanding of processor and hardware requirements around embedded Linux ', 'Top Wireless Company Seeks Talented Senior Embedded Software Engineer', ' Knowledge of ARM (Cortex-M) processor architectures', ' Knowledge of Linux kernel, file-systems, boot process, or driver architecture ', ' Bonus Incentives', 'Job Details', ' Experience with video frameworks such as GStreamer, FFMPEG', 'Requirements', ' Competitive Base Salary!', ' 5 years relevant experience. ', ' Experience developing applications or drivers.', ' Experience developing software and porting open source software for embedded Linux platforms', ' BSEE, MSEE, BSCS, or MSCS ', ' Accelerated Career Growth!', 'Why join us?', ' Software development proficiency in C or C++ ', ' Knowledge of ARM (Cortex-M) processor architectures Experience developing video or audio processing products  Experience with video/audio codecs, video/audio file containers, or streaming protocols  Experience with video frameworks such as GStreamer, FFMPEG', ' 401K, PTO, and Excellent Benefits!']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
Sr. Cocos 2dx Software Engineer |$160k+,Optello,"Mountain View, CA",59 minutes ago,Be among the first 25 applicants,"['', 'Email Your Resume In Word To', ' Researching fresh technologies, helping architect the technology roadmap!', 'Optello is proud to be an Equal Opportunity Employer', ' ""Top 10 mobile games developer!"" ""A division of the Top 10 largest gaming companies in the world!""', ' Solid Professional Game Development experience', ' Participating in the full project life-cycle Researching fresh technologies, helping architect the technology roadmap! Establishing strategy & development pipelines Implementing, testing game functionality Transforming design ideas into functional games Developing innovative game features played by millions!', ' BSCS or related', ' Passion for Gaming!', ' Experience with AWS / GCP', ' Full stack experience is a plus', ' ""Top 10 mobile games developer!""', ' PTO/Vacation!', ' High level of autonomy!', ' Diversity & inclusivity are top values!', ' Transforming design ideas into functional games', ' FULL BENEFITS: Medical, Dental, Vision!', ' Work/life balance (family friendly!)', ' Experience with Cocos 2dx (maybe 1-2 years)', ' Solid Professional Game Development experience BSCS or related Experience with Java, C++ | Objective C Experience with Cocos 2dx (maybe 1-2 years) Experience with AWS / GCP Solid Fundamental Development Experience (not just pass a test!) Passion for Gaming!', 'Bonus Points', ' HUGE Solid Base Salary!', ' Work from home every Tuesday & Thursday!', ' Establishing strategy & development pipelines', ' Solid Fundamental Development Experience (not just pass a test!)', 'Your Right to Work', "" HUGE Solid Base Salary! FULL BENEFITS: Medical, Dental, Vision! PTO/Vacation! High level of autonomy! Work from home every Tuesday & Thursday! Work/life balance (family friendly!) 401k (with matching!) Free food snacks, movie nights, field trips! (LET'S GO!) Diversity & inclusivity are top values! Veteran Engineering Leadership! (we are still hands-on!)"", "" Free food snacks, movie nights, field trips! (LET'S GO!)"", ' Experience with Java, C++ | Objective C', ' Veteran Engineering Leadership! (we are still hands-on!)', ' 401k (with matching!)', ' Developing innovative game features played by millions!', ' Participating in the full project life-cycle', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : CV6-1596827 -- in the email subject line for your application to be considered.***', ' Implementing, testing game functionality', ' ""A division of the Top 10 largest gaming companies in the world!""']",Associate,Full-time,Information Technology,Construction,2020-11-03 08:56:07
Embedded Software Engineer,Jobot,"Woodstock, IL",5 hours ago,Be among the first 25 applicants,"['', 'Required Proficient Skills', 'Expert level experience with Microchip embedded tools', 'Expert knowledge integrating software and hardware using embedded data bus protocols, UART, CAN, SPI, I2C for Microchip, Nordic Semi and ST Micro microcontrollers.', 'Job Details', 'Expert knowledge of embedded software and firmware development, including C and C++.', 'Benefits', 'A Bit About Us', 'Expert knowledge of embedded software and firmware development, including C and C++.Ability to read schematics and debug digital hardware using oscilloscope, logic analyzer, or similar tools for troubleshooting.Expert knowledge integrating software and hardware using embedded data bus protocols, UART, CAN, SPI, I2C for Microchip, Nordic Semi and ST Micro microcontrollers.', ' Wireless experience including Zigbee and BLE.', 'Why join us?', ' Wireless experience including Zigbee and BLE.Expert level experience with Microchip embedded tools', 'Qualifications', 'Ability to read schematics and debug digital hardware using oscilloscope, logic analyzer, or similar tools for troubleshooting.', 'Embedded Software Engineer will act as the principal for the firmware component of a hardware design.']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
Embedded Software Engineer,Jobot,"Troy, MI",5 hours ago,Be among the first 25 applicants,"['', ' 5+ years software experience ', ' Bonus potential!', 'Job Details', ' Rapid Career Growth!  Strong Benefits!  Bonus potential!', 'A Bit About Us', ' C++ and C#', 'Why join us?', ' Rapid Career Growth! ', ' Nice to have Manufacturing background', ' Degree in a related field', ' 5+ years software experience  Embedded Software experience C++ and C# WPF/Visual Studio Degree in a related field Nice to have Manufacturing background', ' Strong Benefits! ', ' WPF/Visual Studio', 'Software engineer needed for growing manufacturing company!', ' Embedded Software experience']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
Embedded Software Engineer,Jobot,"Victor, NY",5 hours ago,Be among the first 25 applicants,"['', ' Embedded Linux experience preferred', ' Proficient at programming in C or C++', 'A Bit About Us', ' Experience in hands-on development on embedded targets, including multi-processor systems', ' Python programming experience preferred', ' 3+ years experience in embedded software development', ' Familiarity with software configuration management tools', ' Competitive Base Salary! Extremely Competitive Equity Package! Flexible Work Schedules! Accelerated Career Growth!', ' Flexible Work Schedules!', 'Job Details', "" You'll be designing and implementing embedded systems software from the requirements phase to the delivered product Analyze, design, and implement firmware subsystems given a set of high level requirements"", ' Analyze, design, and implement firmware subsystems given a set of high level requirements', ' Competitive Base Salary!', ' Extremely Competitive Equity Package!', ' Accelerated Career Growth!', 'Why join us?', ' BS degree in Computer Science/Engineering or Electrical Engineering', ' BS degree in Computer Science/Engineering or Electrical Engineering 3+ years experience in embedded software development Proficient at programming in C or C++ Embedded Linux experience preferred Python programming experience preferred Experience in hands-on development on embedded targets, including multi-processor systems Familiarity with software configuration management tools', 'Cutting edge next generational aerospace company seeking experienced Embedded Software Engineer to join growing team.', "" You'll be designing and implementing embedded systems software from the requirements phase to the delivered product""]",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
"Backend Software Engineer- Ruby on Rails, NodeJS",Jobot,"San Jose, CA",5 hours ago,Be among the first 25 applicants,"['', ' Location ', 'FSA', 'Work with scientists and clinicians to understand domain-specific needs', 'Experience with Bioinformatics ', 'NoSQL', 'Rapidly growing company', 'Full understanding of Cloud computing and object oriented programming ', 'Background in full-stack or back end development', 'A Bit About Us', 'Experience integrating and harmonizing genotypic and phenotypic data', 'Git for code versioning ', ' Salary ', 'Masters in computer science or related fieldsBackground in full-stack or back end developmentBackground in Bioinformatics is HIGHLY preferred', '100% of health premiums paid by employer for YOU, 75% paid for dependents FSA401K and Stock optionsPTO/Vacations Great company cultureRemote options Rapidly growing company', 'Build, and maintain efficient, scalable, reusable, and reliable infrastructure specifically targeted to the cloud environment.Design, document, and implement new web service APIs for internal and external services.Integrate user-facing elements developed by front-end developers with server-side logic.Enable integration of our services with external systems.Work with scientists and clinicians to understand domain-specific needs', '401K and Stock options', 'Python', 'Docker', 'Enable integration of our services with external systems.', 'Masters in computer science or related fields', 'Design, document, and implement new web service APIs for internal and external services.', 'NodeJS', ' Level ', 'Linux/Unix shell', 'Job Details', 'AWS or similar', 'Build, and maintain efficient, scalable, reusable, and reliable infrastructure specifically targeted to the cloud environment.', '100% of health premiums paid by employer for YOU, 75% paid for dependents ', 'Ruby on RailsNodeJSDockerFull understanding of Cloud computing and object oriented programming NoSQLAWS or similarMVC, ORM, RESTful APIsGit for code versioning Linux/Unix shell', 'Remote options ', 'Java ', 'Great company culture', 'Ruby on Rails', 'Your Skills', 'MVC, ORM, RESTful APIs', 'Integrate user-facing elements developed by front-end developers with server-side logic.', 'Why join us?', 'Background in Bioinformatics is HIGHLY preferred', 'Java PythonExperience integrating and harmonizing genotypic and phenotypic dataExperience with Bioinformatics ', 'Preferred, But Not Necessary', ' What do YOU look like? ', 'PTO/Vacations ', 'Your Responsibilities']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
"Backend Software Engineer- Ruby on Rails, NodeJS",Jobot,"Mountain View, CA",5 hours ago,Be among the first 25 applicants,"['', ' Location ', 'FSA', 'Work with scientists and clinicians to understand domain-specific needs', 'Experience with Bioinformatics ', 'NoSQL', 'Rapidly growing company', 'Full understanding of Cloud computing and object oriented programming ', 'Background in full-stack or back end development', 'A Bit About Us', 'Experience integrating and harmonizing genotypic and phenotypic data', 'Git for code versioning ', ' Salary ', 'Masters in computer science or related fieldsBackground in full-stack or back end developmentBackground in Bioinformatics is HIGHLY preferred', '100% of health premiums paid by employer for YOU, 75% paid for dependents FSA401K and Stock optionsPTO/Vacations Great company cultureRemote options Rapidly growing company', 'Build, and maintain efficient, scalable, reusable, and reliable infrastructure specifically targeted to the cloud environment.Design, document, and implement new web service APIs for internal and external services.Integrate user-facing elements developed by front-end developers with server-side logic.Enable integration of our services with external systems.Work with scientists and clinicians to understand domain-specific needs', '401K and Stock options', 'Python', 'Docker', 'Enable integration of our services with external systems.', 'Masters in computer science or related fields', 'Design, document, and implement new web service APIs for internal and external services.', 'NodeJS', ' Level ', 'Linux/Unix shell', 'Job Details', 'AWS or similar', 'Build, and maintain efficient, scalable, reusable, and reliable infrastructure specifically targeted to the cloud environment.', '100% of health premiums paid by employer for YOU, 75% paid for dependents ', 'Ruby on RailsNodeJSDockerFull understanding of Cloud computing and object oriented programming NoSQLAWS or similarMVC, ORM, RESTful APIsGit for code versioning Linux/Unix shell', 'Remote options ', 'Java ', 'Great company culture', 'Ruby on Rails', 'Your Skills', 'MVC, ORM, RESTful APIs', 'Integrate user-facing elements developed by front-end developers with server-side logic.', 'Why join us?', 'Background in Bioinformatics is HIGHLY preferred', 'Java PythonExperience integrating and harmonizing genotypic and phenotypic dataExperience with Bioinformatics ', 'Preferred, But Not Necessary', ' What do YOU look like? ', 'PTO/Vacations ', 'Your Responsibilities']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
"Software Engineer | .NET, Python, C#",Optello,"Fort Myers, FL",58 minutes ago,Be among the first 25 applicants,"['', ' BSCS or equivalent technical degree preferred', 'Email Your Resume In Word To', ' Comprehensive benefits package (Medical, Dental, Vision)', 'Optello is proud to be an Equal Opportunity Employer', ' PTO', ' Cutting-edge tech!', ' Experience with backend platforms for high-volume web systems', ' BSCS or equivalent technical degree preferred 3+ years of professional experience in software development Strong experience with .NET Strong experience with Python Strong experience with C# Experience with backend platforms for high-volume web systems', ' Strong experience with .NET', ' Cutting-edge tech', ' Fun and innovative culture', ' Strong experience with Python', ' 401k', ' 3+ years of professional experience in software development', ' HUGE opportunity for growth! Competitive base salary! Cutting-edge tech!', ' Competitive base salary!', ' HUGE opportunity for growth!', 'Your Right to Work', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : NG5-1609836 -- in the email subject line for your application to be considered.***', ' Strong experience with C#', ' Stable and growing company', ' Competitive base salary! Comprehensive benefits package (Medical, Dental, Vision) 401k PTO Cutting-edge tech Stable and growing company Fun and innovative culture']",Entry level,Full-time,Information Technology,Construction,2020-11-03 08:56:07
Senior Software Engineer (Ruby on Rails),Jobot,"San Francisco, CA",5 hours ago,Be among the first 25 applicants,"['', 'Job Details', ' 5+ years of Software Engineering experience', ' Startup background highly preferred', 'Position sits in Los Angeles w/ Relocation Assistance!', 'A Bit About Us', ' 5+ years of Software Engineering experience Architect, build, maintain, and scale efficient, reusable and reliable Ruby code Build API infrastructure and micro-services to support high traffic volumes and requests for our iOS, Android and Web products Knowledgeable of data storage solutions, data exchanges (JSON, GraphQL), and distributed data stores (Elasticsearch, Redis, etc.) NoSQL databases (MongoDB, etc.) Startup background highly preferred Video background a huge plus', 'Why join us?', ' Amazing Culture w/ Fun Perks!', ' Plenty Of Career Growth Opportunity!', ' Architect, build, maintain, and scale efficient, reusable and reliable Ruby code', ' Competitive Compensation Package!', ' Knowledgeable of data storage solutions, data exchanges (JSON, GraphQL), and distributed data stores (Elasticsearch, Redis, etc.)', ' Competitive Compensation Package! Amazing Culture w/ Fun Perks! Work With Top Talent! Plenty Of Career Growth Opportunity!', ' Build API infrastructure and micro-services to support high traffic volumes and requests for our iOS, Android and Web products', ' NoSQL databases (MongoDB, etc.)', ' Video background a huge plus', ' Work With Top Talent!']",Mid-Senior level,Full-time,Engineering,Information Technology and Services,2020-11-03 08:56:07
"Software Engineer - Object-oriented Programming, Blockchain",Optello,"Bellevue, WA",59 minutes ago,Be among the first 25 applicants,"['', 'Job Location: ', 'Email Your Resume In Word To', 'Optello is proud to be an Equal Opportunity Employer', ' Strong Profit Sharing Plan', 'Job Title: ', ' Full health benefits', ' Work with a leader in digital assets that is disrupting the industry', ' 3+ years of experience with 1 or more OO programming languages A strong ability to program in JavaScript frameworks Experience designing RESTful APIs Windows and Linux OSes experience', ' Work on blockchain projects that integrate with our wallet system Develop improvements to our wallet framework for better scalability, configuration, and maintainability Design integrations into our blockchain APIs that will allow for smoother funds transfers Collaborate with the team to create seamless processes', 'If you are a Back-end Software Engineer with experience, please read on!', 'So, if you are a Front-end Software Engineer with experience, please apply today!', ' Experience designing RESTful APIs', ' Develop improvements to our wallet framework for better scalability, configuration, and maintainability', ' Competitive Base Salary + Profit Sharing', ' Collaborate with the team to create seamless processes', ' Windows and Linux OSes experience', ' Have fun while you work', 'Your Right to Work', ' Work on blockchain projects that integrate with our wallet system', 'Salary: ', ' 401(k) with match', ' Competitive Base Salary + Profit Sharing Strong Profit Sharing Plan 401(k) with match Unlimited PTO in addition to 8 Holidays! Full health benefits', 'Requirements: ', ' Design integrations into our blockchain APIs that will allow for smoother funds transfers', ' Work with a leader in digital assets that is disrupting the industry Be a part of a team of world-class innovators Have fun while you work', ' Be a part of a team of world-class innovators', ' A strong ability to program in JavaScript frameworks', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : BS8-1607258 -- in the email subject line for your application to be considered.***', ' 3+ years of experience with 1 or more OO programming languages', ' Unlimited PTO in addition to 8 Holidays!']",Entry level,Full-time,Design,Construction,2020-11-03 08:56:07
100% Remote Software Engineer - C#/.NET,Optello,"Minneapolis, MN",58 minutes ago,Be among the first 25 applicants,"['', 'Email Your Resume In Word To', ' Minimum 3+ years of experience as a Software Engineer', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : MO5-1607786 -- in the email subject line for your application to be considered.***', 'Optello is proud to be an Equal Opportunity Employer', ' Career Growth Great Benefits', 'This is a full-time W2 role and we cannot provide sponsorship now or in future.--', ' Great Benefits', ' Experience with Angular or React', ' A highly competitive salary', ' Career Growth', ' A highly competitive salary Bonuses Vacation/PTO Full benefits (Dental, Medical, Vision) 401k with company match', ' Full benefits (Dental, Medical, Vision)', ' Technically lead cross-functional projects in a lean environment', ' Continually improve web-based systems as you add features critical to our customer experience', 'Your Right to Work', ' Minimum 3+ years of experience as a Software Engineer Minimum 3+ years of professional experience with C#/.NET Experience with ASP.NET or .NET Core Experience with Angular or React JavaScript, HTML, CSS', ' Designing, building, and operating our software to provide a world class customer experience', ' Designing, building and maintaining efficient applications', ' Improve web-based cloud-systems as you add new features', ' Designing, building and maintaining efficient applications Working in Microsoft Entity Framework Fullstack technology: Identifying bugs, and devising solutions to mitigate and address these issues Continually improve web-based systems as you add features critical to our customer experience Designing, building, and operating our software to provide a world class customer experience Improve web-based cloud-systems as you add new features Technically lead cross-functional projects in a lean environment', 'Must Have Knowledge Or Experience With The Following', ' Experience with ASP.NET or .NET Core', ' Working in Microsoft Entity Framework', ' Minimum 3+ years of professional experience with C#/.NET', ' JavaScript, HTML, CSS', ' Fullstack technology: Identifying bugs, and devising solutions to mitigate and address these issues', ' 401k with company match', ' Vacation/PTO', ' Bonuses']",Entry level,Full-time,Information Technology,Construction,2020-11-03 08:56:07
System Engineer,Jobot,"St Petersburg, FL",5 hours ago,Be among the first 25 applicants,"['', 'Job Details', 'Sealing design', 'A Bit About Us', 'Why join us?', 'Sealing designVacuum pump selection', 'Vacuum pump selection', 'Generous PTO, vacation, sick, and holidays', 'Responsibilities']",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
"Software Engineer - C++, CAE, Simulation, Lithium Ion Battery",Optello,"Lebanon, NH",58 minutes ago,Be among the first 25 applicants,"['', ' Develop and maintain new and existing features in support of the Battery Simulation Module', 'Email Your Resume In Word To', 'Your Right to Work', 'Optello is proud to be an Equal Opportunity Employer', ' 5+yrs C++ (application level, not embedded)', ' Build, extend and maintain new and existing battery simulation related features', ' Parallel Programming', ' Engineering simulation', 'It Is a Plus If You Have Experience In', 'Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : CH-1563487 -- in the email subject line for your application to be considered.***', ' Design, implement and test new features in the theme of battery simulation methods', ' Experienced in either:', ' 5+yrs C++ (application level, not embedded) Experienced in either:', ' Engineering simulation Parallel Programming', ' Interpret requirements for new features to create development proposals and prototypes which can be shared and further enhanced with the team', ' Develop and maintain new and existing features in support of the Battery Simulation Module Build, extend and maintain new and existing battery simulation related features Design, implement and test new features in the theme of battery simulation methods Interpret requirements for new features to create development proposals and prototypes which can be shared and further enhanced with the team']",Entry level,Full-time,Information Technology,Construction,2020-11-03 08:56:07
System Engineer,Jobot,"Deptford, NJ",5 hours ago,Be among the first 25 applicants,"['', 'Collaborative team environment', 'PTO and Paid Holidays', 'A Bit About Us', 'Travel Expense Reimbursement', 'Great Health Benefits and Wellness Options', 'We are a growing company and offer career training and certification opportunitiesCollaborative team environmentTravel Expense ReimbursementPTO and Paid Holidays401KGreat Health Benefits and Wellness OptionsCompany Paid Training', 'Active Directory and O365', 'Sonicwall', 'Company Paid Training', '401K', 'Cisco', 'Building, Configuring and Maintaining Windows Servers and SystemsActive Directory and O365CiscoSonicwallVMwareAWS', 'We are a growing company and offer career training and certification opportunities', 'Job Details', 'VMware', 'AWS', 'Why join us?', 'Building, Configuring and Maintaining Windows Servers and Systems', ""A growing technology firm that helps company's grow through Infrastructure is looking for a System Engineer to join their team!""]",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2020-11-03 08:56:07
