job_title,company,company_rating,location,job_text,date
Data Science Deliveries Design Leader - CVP,New York Life Insurance Co,3.7 out of 5,"New York, NY","['Leads the Delivery Design function within the Center for Data Science and Artificial Intelligence (CDSAi), reporting directly to the Chief Analytics Officer. The role has no direct reports at first, which could change as it develops.', 'Supports several large and high priority data science projects from a delivery design perspective.', 'Utilizes several standard and custom tools (that this person builds) to create interactive and captivating (digital) objects our internal stakeholders can use to understand our models and data science solutions.', 'Engages with internal stakeholders at multiple levels to uncover their business challenges, motivations and abilities.', 'Engages with the CDSAi team to learn about their technical solutions and skills.', 'Engages with the Tech team to gain knowledge about the various platforms and tools, and collaborates to deploy/create her/his own delivery solutions.', 'Works collaboratively with project and change managers within CDSAi and on other teams.', 'Supports internal events, expos, lunch & learns, etc. with displays and presentations.', 'Evangelizes the use of data-based decision making and Analytics within New York Life by active internal partnership management.', 'Follows industry trends in insurance and related data/analytics processes and businesses. Functions as the analytics expert in meetings with other internal areas and external vendors. Contributes ideas and actively participates in proof of concept tests of new processes and technologies.', 'Assures compliance with regulatory and privacy requirements during design and implementation of modeling and analysis projects.', 'Travels to events and vendor meetings as needed (< 10%).', 'Business, creative and other non-technical', 'Demonstrated experience with building creative custom visualizations/digital objects for communicating data science to business stakeholders. We will want to see examples.', 'Deep understanding of the tools landscape for designing captivating data science deliveries.', 'Consulting experience is a plus.', 'Experience creating visual art pieces semi-professionally is a plus.', 'Health or life insurance experience is a plus.', 'Strong verbal and written communications skills, listening and teamwork skills, and effective presentation skills. This is absolutely essential since you will have a lot of exposure to different internal groups (Agency, Service, data, IT, Legal, Marketing, government relations, etc.) as well as third-party data partners.', 'Demonstrated experience in strategic and analytical leadership. Executive presence on high-level meetings.', 'Proficiency in creating effective and visually appealing PowerPoint presentations.', 'Technical predictive modeling/AI, experimental design and visualization: Hands-on coding and predictive model building experience required.', 'Graduate-level degree with concentration in a quantitative discipline such as statistics, computer science, mathematics, economics, or operations research.', '6+ years of experience with predictive analytics using large and complex datasets.', 'Demonstrated experience with data visualization and relevant tools (R Shiny, Bokeh, Tableau, etc.) Experience with developing custom tools beyond the standard packages.', 'Expertise in statistical modeling techniques such as linear regression, logistic regression, survival analysis, GLM, GBM, cluster analysis, principal components, feature creation, and validation.', 'Expertise in regularization techniques (Ridge, Lasso, elastic nets), variable selection techniques, feature creation (transformation, binning, high level categorical reduction, etc.) and validation (hold-outs, CV, bootstrap).', 'Substantial programming experience with several of the following: R, Python, SPARK, SQL, Hadoop. Exposure to GitHub.', 'Demonstrated expertise in statistical design of experiments.']",2020-08-08 18:57:56
DSI INSTRUCTOR,GA Instructor,N/A,"Washington, DC","['Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists', 'Contribute your own expertise to a deep and broad global curriculum maintained by a team of talented data science instructors across multiple industries', 'Facilitate a supportive and energetic community that lasts well beyond the course', 'Hone your own leadership skills by working with an instructional team and classroom community', 'Must Haves:', 'Nice to haves:', 'Plan and implement a 12-week curriculum in conjunction with baseline materials and your local instructional team.', 'Deliver instruction 5 days a week, including teaching, advising, and content development.', 'Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.', 'Collaborate alongside GA staff in order to best meet the needs and learning styles of your students.', 'Guide students through the development of real world projects that will showcase their abilities to hiring managers.', 'Facilitate a dynamic and collaborative classroom community.', 'Inspire students to persevere through the challenges of learning complex subjects.', 'Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.']",2020-08-08 18:57:56
Django Web Developer,"TAE Technologies, Inc.",N/A,"Foothill Ranch, CA","['Help design and further develop a number of highly visible internal websites, API’s, and backend platforms.', 'Develop and evaluate innovative approaches to data visualizations, charts, and UI components to display and interact with complex research and experimental data.', 'Create rapid prototyping of proof of concepts for incubator projects', 'Responsible for all stages of the software product life cycle – planning, analyzing, coding, debugging, testing, deployment, and maintenance.', 'Can easily, effectively, and successfully work on multiple tasks both independently and collaboratively within a group.', 'B.S. in Computer Science or related field', '2+ years in Django development', 'Knowledge of REST APIs (especially Django REST)', 'Experience with ORM and PostgreSQL', 'Able to work in a diverse R&D environment and communicate effectively and professionally with co-workers at all levels', 'Passion for data integrity as this is central to what we do as a group.', 'High professionalism and integrity', 'Web-based data visualization libraries such as D3.js, Highcharts, Bokeh, etc.', 'Working knowledge of Docker', 'Experience managing and configuring HTTP servers (Apache or NGINX) is highly desirable', 'Familiarity and comfort using the command line']",2020-08-08 18:57:56
Data Scientist,"CGI Group, Inc.",3.6 out of 5,"Baltimore, MD 21203","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', ""Bachelor's degree and 7+ years of experience OR Master's degree and 3+ years of experience"", 'Required: ***Strong Natural Language Processing (NLP) experience***', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, Apache Hawq).', 'Required: Experience in SAS (preferred), R or Python for complex data manipulation, statistical analysis, and machine learning.', 'Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Experience using peer-collaboration tools, e.g., Confluence.', 'Experience using GIT or other version control systems.', 'Data Analysis', 'Data Cleansing', 'Data Engineering', 'Data Modeling', 'Python', 'SAS', 'SQL']",2020-08-08 18:57:56
Data Scientist,Capax Global LLC,N/A,"Chicago, IL","['Location: Chicago IL | Philadelphia PA | Remote', 'Travel: Up to 30%', 'Develop and code models by applying algorithms to large structured as well as unstructured data sets for our more complex projects. Develop visualization products to share analysis across a large group of business users.', 'Design strategies and propose algorithms to analyze and leverage data from existing as well as new data sources.', 'Continuously seek out industry best practices and develop skills to create new capabilities for data analytics at clients to improve business decisions.', 'Network with business stakeholders to develop a pipeline of data science projects aligned with business strategies. Translate complex and ambiguous business problems into project charters clearly identifying technical risks and project scope.', 'Participate on cross-disciplinary project team of database specialists, data scientists, and business subject-matter experts to complete project deliverables.', 'Bachelor’s degree from an accredited college/university in Computer Science, Computational Linguistics, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research or related fields.', 'Master’s degree in data science, applied mathematics, or bioinformatics preferred.', 'Minimum 6 years relevant work experience (if Bachelor’s degree) or minimum 3 years relevant work experience (if Master’s degree) with a proven track record in driving value in a commercial setting using data science skills.', 'In-depth knowledge of various modeling algorithms e.g. Linear, GLMs, trees based models, neural networks, clustering, PCA, and time series models.', 'Proficiency in R (e.g. ggplot2, cluster, dplyr, caret), Python (e.g. pandas, scikit-learn, bokeh, nltk), Spark – MLlib, H20, or other statistical tools.', 'Minimum 2 years experience working in a data science or machine learning environment.', 'In-depth knowledge of databases, data modeling, Hadoop, and distributed computing frameworks.', 'Experience in software development environment, Agile, and code management/versioning (e.g. git).', 'Strong EDA skills and experience/knowledge.', 'Ability to understand complex and ambiguous business needs and applying the right tools and approaches.', 'Collaborative team player.', 'Excellent communication skills, both written and verbal.', 'Experience developing and testing machine learning and/or statistical projects.', 'Strong presentation skills. Ability to present statistical results to lay persons in an easy to understand way.', 'We are looking for all levels of data science experience, jr through sr.']",2020-08-08 18:57:56
Django Web Developer,TAE Technologies,N/A,"Foothill Ranch, CA","['Help design and further develop a number of highly visible internal websites, API’s, and backend platforms.', 'Develop and evaluate innovative approaches to data visualizations, charts, and UI components to display and interact with complex research and experimental data.', 'Create rapid prototyping of proof of concepts for incubator projects', 'Responsible for all stages of the software product life cycle – planning, analyzing, coding, debugging, testing, deployment, and maintenance.', 'Can easily, effectively, and successfully work on multiple tasks both independently and collaboratively within a group.', 'B.S. in Computer Science or related field', '2+ years in Django development', 'Knowledge of REST APIs (especially Django REST)', 'Experience with ORM and PostgreSQL', 'Able to work in a diverse R&D environment and communicate effectively and professionally with co-workers at all levels', 'Passion for data integrity as this is central to what we do as a group.', 'High professionalism and integrity', 'Web-based data visualization libraries such as D3.js, Highcharts, Bokeh, etc.', 'Working knowledge of Docker', 'Experience managing and configuring HTTP servers (Apache or NGINX) is highly desirable', 'Familiarity and comfort using the command line']",2020-08-08 18:57:56
Supply Chain Data Developer,CommonSpirit Health National Offices,N/A,"Englewood, CO","['Write scripts, stored procedures, and other code to transform and prepare data for scalable reporting and analysis.', 'Creates sophisticated, interactive reports and exploration tools. Employs best practices for the visual display of information to communicate in a clear, efficient, and compelling manner.', 'Writes automated tests and creates dashboards to monitor data quality.', 'Works with end users to evaluate needs, improve existing resources, and ensure that reports and tools are relatable, accurate, maintainable, and scalable.', 'Performs the above work in an agile manner, while maintaining appropriate security controls, version control, and documentation.', 'Advises IT and business leadership on improvements to infrastructure and process.']",2020-08-08 18:57:56
Data Scientist,Brightidea,4.5 out of 5,"San Francisco, CA","['Build on top of an existing text processing/classification system', 'Write, maintain, and develop python machine learning modules & repos', 'Run hyperparameter optimizations + collect, analyze, visualize, and present results', 'BS or MS in computer science, mathematics, physics or other hard science/engineering discipline', 'Programming in Python ~ 2+ years', 'Numpy, scipy, pandas, Jupyter, and scikit-learn background', 'Data visualization (e.g. matplotlib, seaborn, bokeh, mpld3, etc)', 'Ability to implement machine learning algorithms from scratch', 'Experience with full machine learning pipeline: from data preprocessing, to building/training various models, to hyperparameter optimization, testing, and visualization of results.', 'Background in deep learning preferred but not required', 'A past machine learning project you worked on in which highlights your skills, including: What tools/models did you use? What were some problems you encountered along the way, and how did you solve them?', 'Market competitive salary and significant equity in a well-funded, growing company', 'A chance to impact human creativity', 'Generous vacation and holidays', 'Top-notch benefits (healthcare, vision, dental, maternity, paternity, retirement)', 'A unique opportunity to use your leadership skills, experience, and contacts to build a team and shape the culture of the company.', 'An incredible team of fun, humble but brilliant co-workers']",2020-08-08 18:57:56
Data Scientist,Valsatechcorp Template,N/A,United States,[],2020-08-08 18:57:56
Data Scientist,"CGI Group, Inc.",3.6 out of 5,"Baltimore, MD 21203","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', ""Bachelor's degree and 7+ years of experience OR Master's degree and 3+ years of experience"", 'Required: ***Strong Natural Language Processing (NLP) experience***', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, Apache Hawq).', 'Required: Experience in SAS (preferred), R or Python for complex data manipulation, statistical analysis, and machine learning.', 'Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Experience using peer-collaboration tools, e.g., Confluence.', 'Experience using GIT or other version control systems.', 'Data Analysis', 'Data Cleansing', 'Data Engineering', 'Data Modeling', 'Python', 'SAS', 'SQL']",2020-08-08 18:57:56
Data Scientist,CompGain LLC,N/A,"Woodlawn, MD","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', 'Required: Machine Learning, Predictive Modeling and Python experience', 'Preferred: Strong Natural Language Processing (NLP)', 'Preferred: Experience in SAS (preferred) and/or R for complex data manipulation, statistical analysis, and machine learning.', 'Experience with Forecasting, Time Series Analysis, statistical modeling, etc.', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, SQL Server, Oracle).', 'Preferred but not Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience using peer-collaboration tools, e.g., Confluence. (Preferred)', 'Experience using GIT or other version control systems.', 'Temporarily due to COVID-19']",2020-08-08 18:57:56
Software Developer,Vensit,N/A,United States,[],2020-08-08 18:58:32
Senior Data Scientist / Software Engineer (Telematics Insurance),Tesla,3.5 out of 5,"Palo Alto, CA",[],2020-08-08 18:58:32
Data Scientist,"Koniag, Inc.",3.3 out of 5,"Fort Bragg, NC 28310","['Apply statistics, machine learning and analytic approaches to answer key intelligence questions, producing results and re-usable products that provide real value to Intelligence Analysts', 'Apply machine learning techniques to identify and transform data features, find hidden patterns and trends, build and optimize classifiers, create automated anomaly detection systems, and automate steps of the intelligence process', 'Evaluate statistical models to determine the validity of analyses, implement evaluated models into production by collaborating with software developers, periodically re-evaluate and refine machine learning models being used in production', 'Develop and refine date sets to achieve stakeholder goals and objectives as requested', 'Work with analysts to interpret analytic results and refine analysis as needed', 'Coordinate with Data Analysts to refine and implement models and monitor outcomes', 'Develop processes and tools to monitor and analyze model performance and data accuracy', 'Communicate results and ideas to key decision makers, analysts and other stakeholders', 'Advise on the interpretation and use of data intelligence products, quality assessments and applications', 'Collaborate with Intelligence Analysts to understand needs and devise possible solutions', 'Assess training requirements based on current system and functional baseline', 'Develop training artifacts in support of operations including Standard Operating Procedures (SOPs), and Tactics, Techniques and Procedures (TTPs)', 'Top Secret clearance with SCI eligibility', 'MS in Data Science, Statistics, Applied Math, or related field', 'Two years of experience leading data science projects is desired', 'Five years of intelligence analysis experience is desired', 'Demonstrated proficiency with R or Python, and SQL to manipulate data and draw insights from large and small data sets', 'Demonstrated proficiency in a variety of supervised and unsupervised machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks', 'Demonstrated proficiency in advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications', 'Demonstrated proficiency with common data science libraries', 'Demonstrated proficiency visualizing/presenting data for stakeholders', 'Demonstrated proficiency with MS Office tools including Excel, PowerPoint, and Word', 'Demonstrated proficiency with AWS, in particular products related to analytics, compute, database, developer tools, and machine learning', 'Experience with database solutions including SQL, NoSQL (e.g. MongoDB) and graph (e.g. Neo4j)', 'Experience with data visualization tools, such as D3.js, ggplot, Bokeh, etc.', 'Capability to recognize when Data Science can add value to an intelligence problem, and when it cannot', 'Ability to translate an intelligence problem into a Data Science problem, and to work with the Intelligence Analysts and ACE Chief to refine the understanding of the problem', 'Comfortable working in a dynamic environment with several ongoing concurrent projects; able to multitask, prioritize, and manage time effectively', 'Interpersonal skills and communication with all levels of leadership', 'A drive to learn and master new technologies and techniques; desire to maintain currency on latest industry trends including completing additional training; able to articulate trends and potential clearly and confidently', 'Creative problem solver who thrives when presented with a challenge; able to analyze problems and strategize for better solutions; strong problem-solving skills with an emphasis on production for re-use', 'Goal-oriented, encouraging to team and staff; comfortable as a team-player, leader and mentor']",2020-08-08 18:58:32
Machine Learning Engineer (TS/SCI w/Poly),Coverent,4.7 out of 5,"McLean, VA","['Are you interested in working for a boutique firm who sees its employees as more than just a number?', 'Are you intrigued by the notion of joining a small team of talented, passionate consultants with a clear vision to help our clients achieve their missions better, smarter, faster?', 'Does a company culture that emphasizes outcomes, fairness, and flexibility sound appealing?', 'Would you like to be rewarded for your contributions, via programs like annual bonuses and company profit sharing?', 'Would you appreciate having a choice of options from top-notch benefit providers for medical and retirement plans?', 'Are you interested in a learning culture that is forward-leaning regarding training, education, and professional development?', 'Wisely apply and evaluate the best machine learning techniques for the data at hand', 'Develop and implement project and model performance indicators', 'Work with DevOps personnel to tailor data collection and processing for maximum analytic utility', 'Collaborate with others to refine and integrate existing feature detectors and Natural Language Processing stages', 'Be an active promoter of collaboration across the rest of the team', 'Strong undergraduate STEM degree (or compelling evidence of equivalent)', 'Active TS/SCI with full scope', 'Comfortable Python proficiency (prefer at least 1 year of experience but will accept portfolio evidence)', ""2 years' experience with machine learning toolkits (sklearn, tensorflow, etc or equivalent)"", 'The ability to explain multiple ML models and the theory/math behind them.', 'Tenacity', 'Passion for and experience in designing, computing and and communicating to stakeholders metrics for accuracy and other ML model attributes.', 'Apache Spark is highly desired', 'Experience developing models on airgapped networks', 'Data visualization experience and tools, e.g. Tableau, Seaborn, Bokeh, D3.js', 'Scala, Java or R', 'Software engineering team experience (agile/scrum)', ""Master's degree in a quantitative field or advanced certificate in data analytics I think this will be a strong factor for the client but if we find someone really good we can probably convince him"", 'AWS, Databricks']",2020-08-08 18:58:32
Copy of DSI INSTRUCTOR,GA Instructor,N/A,"New York, NY","['Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists', 'Contribute your own expertise to a deep and broad global curriculum maintained by a team of talented data science instructors across multiple industries', 'Facilitate a supportive and energetic community that lasts well beyond the course', 'Hone your own leadership skills by working with an instructional team and classroom community', 'Must Haves:', 'Nice to haves:', 'Plan and implement a 12-week curriculum in conjunction with baseline materials and your local instructional team.', 'Deliver instruction 5 days a week, including teaching, advising, and content development.', 'Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.', 'Collaborate alongside GA staff in order to best meet the needs and learning styles of your students.', 'Guide students through the development of real world projects that will showcase their abilities to hiring managers.', 'Facilitate a dynamic and collaborative classroom community.', 'Inspire students to persevere through the challenges of learning complex subjects.', 'Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.']",2020-08-08 18:58:32
Web Application Developer,"Ascend Analytics, LLC",N/A,"Boulder, CO 80302","['Build user-friendly and intuitive web-based interfaces', 'Develop business layers, API interfaces and APIs', 'Contribute to application architecture development', 'Create documentation', 'Test design, test and debug code', 'Perform deployment scripting', 'Maintain applications', '3-5+ years of hands-on experience in a similar position', 'Skilled in UI/UX layout and design', 'Experience with DevOps best practices and version control', 'Knowledge of a modern JavaScript front-end framework, HTML, and CSS', 'Experience with OAUTH 2.0', 'Experience with Windows-based environments', 'API development experience', 'Knowledge of relational databases (SQL Server, Oracle)', 'Experience developing production-quality, client-facing applications', 'Azure, PowerBI experience', 'Experience with React UI Framework', 'Python, Bokeh experience', 'Unjaded and positive attitude', 'A BS or higher is required in Computer Science, Engineering, Math, or related field']",2020-08-08 18:58:32
Chief Data Scientist,B 3 Group Inc,N/A,United States,"['Develop, document and refine mathematical algorithms to measure risk', 'Extend conceptual models with business rules to develop logical data models', 'Develop and document analytical models using statistical analysis, data mining, to create high-level data architecture diagrams that document system and data flows', 'Provide guidance and support in the development of information value chain analysis, data quality metrics, and metadata capture', 'Evaluate alternatives for integrating legacy data sources with enterprise relational models and strategies for transactional and analytical systems to effectively share data', ""Establish and maintain the alignment of data architecture to the Agency's business strategy, goals, and objectives, and the defined architectures of other key enterprise architecture domains (i.e., application, data, and security)"", 'Collaborate with client to understand and recommend activities related to Analytics.', 'Gather, interpret, and report on operational data from legacy EEO Case Management systems, SharePoint applications data, servers, Call Centers, data warehouse', 'Extract/Scrape/Gather Data by extracting large quantity of data from several databases, business practices, and business rules', 'Analyze data, data sets and create data sets.', 'Develop ETL data flows between data sources as required to create data sets and perform analysis.', 'Researches, develops, implements and utilizes statistical methods and strategies to address tactical and strategic problem sets, while working with a technical team.', 'Interprets and analyzes data collected from a variety of sources using exploratory and statistical techniques, validating findings using an experimental and iterative approach.', 'Model the data by simulating potential solutions to the business process or business rule deficiencies/efficiencies using machine learning and natural language processing', 'Masters degree or PhD in related field required.', 'At least 10+ years related experience in data analytics performing increasingly complex data analysis and report/dashboard development. Healthcare data analytics and healthcare/clinical informatics experience strongly preferred.', 'Proficiency querying data sources including MSSQL.', 'Experience working with unstructured, structured data including CSV, XML, MSSQL, Oracle.', 'Experience working with Python, HTML, JavaScript, Django as API for Data Science website development', 'Experience working with Python, Django, SQL, Leaflet, Bootstrap, HighCharts, and Tableau for Data engineering', 'Experience working with Machine Learning tools and technologies including Tensorflow, Graphlab, Scikit-learn, Stanford University’s Machine Learning Library, and Watson, Aylien.', 'Experience working with Natural Language Processing tools and technologies including Natural Language Analysis (NLP) with NLTK, Sci-kit learn, GenSim, Stanford University’s Natural Language Processing Library, Polyglot, Textblob, and R', 'Experience working with Prediction Models tools and technologies including Python Sci-kit learn, GenSim, Networkx, StatsModels, and Tensorflow', 'Experience working with Algorithm development tools and technologies including Pandas, NumPy, StatsModels', 'Experience working with Visualization tools and technologies including Python visualization packages including Seaborn Matplotlib, Bokeh, In-line plots in Jupyter Notebook, as well as Javascript coding in D3.js, HighCharts, Apache notebooks using Zepellin. The Contractor shall develop and deploy ElasticSearch', 'Proven ability to analyze data sets, identify patterns and draw insights', 'Ability to lead and work collaboratively in a dynamic team environment.', 'Ability to clearly communicate both verbally and in writing with client and team members. This will include experience documenting and presenting findings.', 'Excellent analytical skills, organizational abilities and problem solving skills.', 'Self-starter who works efficiently in a fast paced environment with changing priorities.', 'Must be able to obtain and maintain a government clearance.', 'Demonstrated experience in the use of Scrum and Agile methodology and processes.', 'Experience supporting Department of Veterans Affairs or other federal organizations.', 'Prefer clinical data analytics and/or informatics experience.', 'Prefer current Microsoft Azure certifications.', 'You strive to be an expert in your field currently and in the future.', ""You take care in learning your customer’s business and drivers in order to ensure solutions meet not only technical needs, but also support their mission properly in a way that meeting their client's mission."", 'You like to make your client look good.', 'You find solutions, where others only see problems.', 'You are proactive, you make and meet commitments, and you perform your duties exceedingly well.', 'You are aware of the client’s needs at all times and are well-versed in what both your team and B3 Group can offer them as a whole.', 'You have the ability to work with diverse, integrated, deliverable-driven teams to accomplish the larger mission.']",2020-08-08 18:58:32
Sr. Data Scientist,TAYS INC,N/A,"Baltimore, MD 21235","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', 'Required: Strong Natural Language Processing (NLP) experience', 'Experience with Forecasting, Time Series Analysis, statistical modeling, etc.', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, Apache Hawq).', 'Required: Experience in R, Python, or SAS for complex data manipulation, statistical analysis, and machine learning.', 'Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Experience using peer-collaboration tools, e.g., Confluence.', 'Experience using GIT or other version control systems. :', 'Bachelor’s degree from an accredited college in a related discipline with 10 or more years of relevant professional experience, or equivalent combination of education and experience.', 'Understanding of all phases of the Software Development Life Cycle and process methodologies.', 'Ability to understand technical documents.', 'Ability to successfully manage multiple task assignments across several projects.', 'Proactive approach to problem resolution and ability to work in a fast paced environment.']",2020-08-08 18:58:32
"Data Scientist, SPG Systems Engineering",Apple,4.2 out of 5,"Santa Clara Valley, CA 95014","['Job', 'Company', 'Experience working with large datasets (Hadoop/Spark preferred)', 'Expertise in statistical modeling (supervised and unsupervised methods), statistics of rare events, and long tail distributions', 'Experience developing data science pipelines, tool-chains, and workflows in Python and C++', 'Experience designing a measurement strategy to evaluate the performance of complex systems against challenging requirements, including A/B experiment design', 'Ability to create clear and meaningful data visualizations (matplotlib, bokeh, plotly, etc)', 'Experience with experimental design loops for integrated SW/HW systems', 'Experience with geospatial datasets & tool-chains (PostGIS a plus)', 'Signal processing background, including cleaning data, handling missing data, filtering techniques, linear/nonlinear fitting']",2020-08-08 18:58:32
SENIOR DATA SCIENTIST / DATA SCIENTIST,Tellic LLC,N/A,"New York, NY 10038","['MS or PhD in a quantitative, mathematics or technical field (Math, Physics, CS, Statistics, Engineering, Computational Biology, Ops Research.)', '1- 5 yrs experience in data science/modeling/advanced machine learning/predictive modeling', 'Comfortable collaborating with cross functional teams and external industry partners in order to drive development and build scalable solutions', 'Understand complex business challenges, design scientific solutions, manipulate large data sets using machine learning or statistical modeling techniques and synthesize insights', 'Able to ‘translate’ complex technical subjects for a less-technical audience', 'Able to rapidly prototype products and services', 'Pharma experience a plus', 'Hands-on professional experience with at least 2 of the following techniques: Bayesian networks, natural language processing, neural networks, data clustering, and segmentation', 'Functionally proficient working with both structured and unstructured data', 'Programming Languages: Python expertise required; R experience a plus', 'Proficient with data visualizations (e.g. Bokeh) and using data to tell business stories', 'Cloud experience required (GCP a plus)', 'Hands-on experience supporting Big Data technologies (e.g., Hadoop, Spark)', 'Some startup experience required', 'High energy; continuous desire to learn/grow; intellectual curiosity', 'Relentless problem solver, willing to do whatever it takes', 'Self-sufficient, resourceful, able to work independently', 'Not afraid to make mistakes; willing to find creative solutions to difficult problems', 'Open-minded, hypothesis led, data-driven mindset', 'Willing to take on anything and try to break the mold', 'Once in a lifetime opportunity to transform an entire industry with data science, artificial intelligence and analytics', 'Opportunity to get in early at a self-funded, profitable startup with massive growth potential', 'Very competitive compensation package including base salary, bonus, and equity plan', 'Fun, inclusive culture that celebrates diversity and respects individuals and their contributions', 'Competitive medical/dental/vision coverage', '3 weeks of paid vacation + 15 holidays', 'Discounted corporate gym membership', 'Convenient NYC location']",2020-08-08 18:58:32
Data Scientist,CompGain LLC,N/A,"Woodlawn, MD","['Experience translating high-level project requirements into technical tasks.', 'Data manipulation and data engineering experience involving structured and unstructured data.', 'Data manipulation expertise involving data extractions, data matching between multiple systems, transformations, cleansing, and loading.', 'Experience with big data and cloud platforms and toolset.', 'Ability to engineer and create complex research datasets by manipulating typically large volume transactional data for use by operations research analysts, economists and statisticians in advanced analytical research and studies.', 'Experience in developing predictive, prescriptive, optimization, and forecasting models, including the use of contemporary techniques such as support vector machines, neural networks, and gradient boosting.', 'Experience in interpreting results from statistical and mathematical models.', 'Experience in advance data visualizations and interpretation.', 'Required: Machine Learning, Predictive Modeling and Python experience', 'Preferred: Strong Natural Language Processing (NLP)', 'Preferred: Experience in SAS (preferred) and/or R for complex data manipulation, statistical analysis, and machine learning.', 'Experience with Forecasting, Time Series Analysis, statistical modeling, etc.', 'Experience with modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, or MADlib.', 'Required: SQL (preferable in distributed environment, e.g. Greenplum, SQL Server, Oracle).', 'Preferred but not Required: Experience with data visualization tools (e.g., Tableau, Bokeh, D3) or elastic stack (Kibana).', 'Experience using peer-collaboration tools, e.g., Confluence. (Preferred)', 'Experience using GIT or other version control systems.', 'Temporarily due to COVID-19']",2020-08-08 18:58:32
